Gray/Grey,#808080
White,#FFFFFF
Gray/Grey,#808080
Gainsboro,#DCDCDC
Silver,#C0C0C0
Medium gray,#BEBEBE
Spanish gray,#989898
Davy&#39;s gray,#555555
Xanadu,#738678
Platinum,#E5E4E2
Ash gray,#B2BEB5
Battleship gray,#848482
Gunmetal,#2A3439
Charcoal,#36454F
Stone gray,#928E85
Cool gray,#9090C0
Cadet gray,#91A3B0
Blue-gray,#6699CC
Glaucous,#6082B6
Slate gray,#708090
Gray-green,#5E716A
Marengo,#4C5866
Rose quartz,#AA98A9
Cinereous,#98817B
Taupe,#483C32
