White,#FFFFFF
White,#FFFFFF
Chalk white,#FBFFFF
Ghost white,#F8F8FF
White smoke,#F5F5F5
White solid,#F4F5FA
Baby powder,#FEFEFA
Snow,#FFFAFA
Ivory,#FFFFF0
Floral white,#FFFAF0
Seashell,#FFF5EE
Bone white,#F9F6EE
Cornsilk,#FFF8DC
Old lace,#FDF5E6
Cream,#FFFDD0
Beige,#F5F5DC
Parchment,#F1E9D2
Antique white,#FAEBD7
Champagne,#F7E7CE
Eggshell,#F0EAD6
Dutch white,#EFDFBB
Bone,#E3DAC9
Vanilla,#F3E5AB
Flax,#EEDC82
Navajo white,#FFDEAD
Alabaster,#EDEAE0
