Yellow,#FFFF00
Yellow (RGB) (X11 yellow),#FFFF00
Yellow (NCS),#FFD300
Yellow (Munsell),#EFCC00
Yellow (Pantone),#FEDF00
Light yellow,#FFFFE0
Cream,#FFFFCC
Lemon chiffon,#FFFACD
Mellow yellow,#F8DE7E
Royal yellow,#FADA5E
Gold (Golden),#FFD700
Cyber yellow,#FFD300
Safety yellow,#EED202
Greenish yellow,#EEEA62
Chartreuse (traditional),#DFFF00
Pear,#D1E231
Green earth,#DADD98
