Violet,#EE82EE
Violet (color wheel),#7F00FF
Electric Violet,#8F00FF
Vivid Violet,#9F00FF
Violet (web color),#EE82EE
Dark Violet,#9400D3
Ultra Violet,#645394
African Violet,#B284BE
Chinese Violet,#856088
English Violet,#563C5C
French Violet,#8806CE
Violet (JTC),#5B3256
Violet (G&amp;S),#4C2882
Russian Violet,#32174D
Grape,#6F2DA8
Lavender,#B57EDC
Mauve (Mallow),#E0B0FF
Wisteria,#C9A0DC
